"geonameid","hasuntuya_asciiname","hasuntuya_zh","hasuntuya_mn","sarala_asciiname","sarala_zh","sarala_mn","sarala_other","sarala_certainty.012","sarala_pinyin.compliant","sarala_notes","name","asciiname","alternatenames","latitude","longitude","feature_class","feature_code","mon_sel","mon_grams","chn_sel","class","chn_grams"
2033783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xindi","xindi","Hsin-ti,Xindi",42.08694,119.89667,"P","PPL",0,"",4,"Chinese","ind;ndi;xi;xin"
2033790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xin Bulag Dong","xin bulag dong","Hsin-pao-li-ko-tung,Xin Bulag Dong",48.8,118.8,"P","PPL",10," bu; do;ag ;bul;g d;in ;lag;n b;ul;ula",4,"Mongolian","don;ong;xi;xin"
2033791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xin Bulag","xin bulag","Hobot Xar,Hsiang-huang-ch'i,Hsiang-huang-ch’i,Hsin-pao-la-ka,Hsin-pao-li-ko,Shang-tu-hsiang-huang-ch'i,Shang-tu-hsiang-huang-ch’i,Shang-tu-hsiang-huang-lien-ho-ch'i,Shang-tu-hsiang-huang-lien-ho-ch’i,Xianghuang Qi,Xin Bulag,Xinbo Lage,Xinbo Lage Zhen,xiang huang qi,xin bao la ge,xin bao la ge zhen,新宝拉格,新宝拉格镇,镶黄旗",42.2375,113.83639,"P","PPLA3",7," bu;bul;in ;lag;n b;ul;ula",2,"Mongolian","xi;xin"
2033796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Barag Right Banner","new barag right banner","New Barga Right Banner,New Barga West Banner,Sin-e Barɣu Baraɣun qosiɣu,Sin-eh Baru Baraun kˌosiu,XRQ,Xin Ba'erhu Youqi,Xīn Bā'ěrhǔ Yòuqí,xin ba er hu you qi,Син-э Бару Бараун қосиу,新巴尔虎右旗,新巴爾虎右旗",48.74369,116.84987,"A","ADM3",12," ba; ri;ag ;ann;ara;bar;e;g r;ht ;rag;rig;t b",6,"Mongolian","ban;ew;igh;ner;nne;w b"
2033797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xin Barag Zuoqi","xin barag zuoqi","Hsin-pa-erh-hu-tso Ch'i,Hsin-pa-erh-hu-tso Ch’i,Hsin-pa-erh-hu-tso-i Ch'i,Hsin-pa-erh-hu-tso-i Ch’i,New Barga East Banner,New Barga Left Banner,Xin Barag,Xin Barag Zuoqi,Xinba'erhu,Xinba'erhu Zuoqi,Xinba’erhu,Xinba’erhu Zuoqi,xin ba er hu,xin ba er hu zuo qi,新巴尔虎,新巴尔虎左旗",48.26691,118.27205,"A","ADM3",7," ba;ag ;ara;bar;in ;n b;rag",7,"Tie"," zu;g z;oqi;uoq;xi;xin;zuo"
2033809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hexixincun","hexixincun","Hexixincun,Hsi-miao,Khusisin'tsun',Khusisin’tsun’,Simyao,Ximiao",40.98472,100.21028,"P","PPL",1,"e",9,"Chinese","cun;exi;hex;inc;ixi;ncu;xi;xin;xix"
2033814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xiluga He","xiluga he","Hsi-lu-ka Ho,Xiluga He",42.35,118.63333,"H","STM",6," he;a h;e;ga ;lu;uga",5,"Mongolian"," h;ilu;lug;xi;xil"
2033821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xilin Qagan Obo","xilin qagan obo","Ch'a-han-o-po-miao,Ch'a-han-o-po-su-mu,Cha-kan-ao-pao-su-mu,Ch’a-han-o-po-miao,Ch’a-han-o-po-su-mu,Hsi-lin-ch'a-kan-ao-pao,Hsi-lin-ch’a-kan-ao-pao,Xilin Qagan Obo",44.25,111.66667,"P","PPL",10," ob; qa;aga;an ;gan;in ;n o;ob;obo;qag",5,"Mongolian","ili;lin;n q;xi;xil"
2033823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xilinhot Shi","xilinhot shi","A-pa-ha-na-erh Ch'i,A-pa-ha-na-erh Ch’i,Abagnar Qi,Xilinhao Teshi,Xilinhaote,Xilinhaote Shi,Xilinhot,Xilinhot Shi,a ba ha na er qi,xi lin hao te,xi lin hao te shi,锡林浩特,锡林浩特市,阿巴哈纳尔旗",43.94851,116.0814,"A","ADM3",6," sh;hot;inh;nho;ot ;t s",5,"Mongolian","ili;lin;shi;xi;xil"
2033824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xilin Hot","xilin hot","A-pa-ha-na-erh-ch'i,A-pa-ha-na-erh-ch’i,A-pa-ha-na-erh-tso-i-ch'i,A-pa-ha-na-erh-tso-i-ch’i,A-pa-ha-na-erh-yu-i-ch'i,A-pa-ha-na-erh-yu-i-ch’i,A-pa-k'a-pei-tzu-fu,A-pa-k’a-pei-tzu-fu,Abaga Pei-tzu-fu,Abagnar Qi,Hsi-lin-hao-t'e,Hsi-lin-hao-t’e,Hsi-lin-kuo-ch'in,Hsi-lin-kuo-ch’in,Pei-tzu-fu,Pei-tzu-miao,Peitzemiao,Silinghot,XIL,Xilin Hot,Xilinhaote Shi,Xilinhot,a ba ha na er qi,xi lin hao te,xi lin hao te shi,锡林浩特,锡林浩特市,阿巴哈纳尔旗",43.96667,116.03333,"P","PPL",4," ho;hot;in ;n h",5,"Chinese"," h;ili;lin;xi;xil"
2033827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xilin Gol Meng","xilin gol meng","Hsi-lin-gol Meng,Hsi-lin-kuo-le Meng,Hsi-lin-kuo-lo Meng,Hsilinkuole League,Silingol League,Xilin,Xilin Gol Meng,Xilinguole Meng,xi lin,xi lin guo lei meng,锡林,锡林郭勒盟",44.85493,115.72789,"A","ADM2",6," go;e;gol;in ;n g;ol ",8,"Chinese"," me;eng;ili;l m;lin;men;xi;xil"
2033828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xilin Gol","xilin gol","Hsi-lin Ho,Hsi-lin-kuo-le,Hsi-lin-kuo-lo Ho,Reka Shiliin-gol,Reka Silingol,Shara Gol,Shilon,Shirin-goru Ho,Shirinkhe,Xilin Gaole,Xilin Gol,xi lin gao lei,锡林高勒",43.91667,116.08333,"H","STM",4," go;gol;in ;n g",4,"Tie","ili;lin;xi;xil"
2033834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xilaotou Shan","xilaotou shan","",45.9,120.08333,"T","MT",3," sh;oto;u s",9,"Chinese","aot;han;ila;lao;ou ;sha;tou;xi;xil"
2033837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xil","xil","Hsi-li,Xil",43.46972,112.13861,"P","PPL",0,"",2,"Chinese","xi;xil"
2033838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xikouzi","xikouzi","Ch'i-ch'ien-chiu-hsien,Ch'i-ch'ien-ho,Ch'i-kan-ho,Chikan,Chiu-ch'i-ch'ien,Chiu-ch’i-ch’ien,Ch’i-ch’ien-chiu-hsien,Ch’i-ch’ien-ho,Ch’i-kan-ho,Hsi-k'ou-chu,Hsi-k'ou-tzu,Hsi-k’ou-chü,Hsi-k’ou-tzu,Hsing-lung-chen,Sikouczy,Tsigan,Xikouzi,xi kou zi,Сикоуцзы,西口子",53.13333,120.65,"P","PPL",0,"",6,"Chinese","iko;kou;ouz;uzi;xi;xik"
2033839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xikou","xikou","Hsi-k'ou,Hsi-k’ou,Xikou",46.7,120.68333,"P","PPL",0,"",4,"Chinese","iko;kou;xi;xik"
2033842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xi Jirem","xi jirem","",45.6,120.6,"P","PPL",6," ji;e;i j;ire;jir;rem",3,"Mongolian","j;xi;xi "
2033844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xijingcun","xijingcun","Hsi-ching-ts'un,Hsi-ching-ts’un,Xijingcun",41.78583,113.22972,"P","PPL",0,"",9,"Chinese","cun;gcu;iji;ing;j;jin;ngc;xi;xij"
2033848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xi Hu","xi hu","Xi Hu,xi hu,西湖",42.86667,120.55,"H","LK",2," hu;i h",3,"Chinese"," h;xi;xi "
2033849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xi He","xi he","Hsi Ho,Morin,Morin-goru Ho,Mu-Lin Ho,Reka Morin-gol,Xi He,xi he,西河",42.42694,100.90361,"H","STM",3," he;e;i h",3,"Tie"," h;xi;xi "
2033867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xifangzicun","xifangzicun","Hsi-fang-ts'un,Hsi-fang-ts’un,Hsi-fang-tzu-ts'un,Hsi-fang-tzu-ts’un,Xifangzicun",41.51361,113.61806,"P","PPL",0,"",10,"Chinese","ang;cun;fan;gzi;icu;ifa;ngz;xi;xif;zic"
2033872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xidoupu","xidoupu","Hsi-tou-p'u,Hsi-tou-p’u,Hsi-wu-t'ou-p'u,Hsi-wu-t’ou-p’u,Xidoupu,Xidoupu Zhen,Xinmin,xi dou pu,xi dou pu zhen,xin min,新民,西斗铺,西斗铺镇",41.22487,109.79811,"P","PPLA4",1,"upu",5,"Chinese","dou;ido;oup;xi;xid"
2033873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xi Dorolj","xi dorolj","Hsi-tu-erh-chi,Xi Dorolj",44.61667,121.16667,"P","PPL",6," do;dor;i d;olj;oro;rol",3,"Mongolian","j;xi;xi "
2033883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xibo He","xibo he","Hsi-po Ho,Xibo He,xi po he,锡泊河",42.33333,118.88333,"H","STM",4," he;bo ;e;o h",4,"Tie"," h;ibo;xi;xib"
2033884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xibet","xibet","",42.2,113.7,"P","PPL",3,"bet;e;ibe",2,"Mongolian","xi;xib"
2033889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xibe Hua","xibe hua","Hsi-po-hua,Xibe Hua",44.05,121.7,"P","PPL",5," hu;be ;e;e h;ibe",4,"Mongolian"," h;hua;xi;xib"
2033898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xiaximian Shan","xiaximian shan","Hsia-hsi-mien Shan,Xiaximian Shan",42.79194,117.49056,"T","MT",3," sh;an ;n s",10,"Chinese","axi;han;ian;iax;imi;mia;sha;xi;xia;xim"
2033901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xiawa","xiawa","Hsia-wa,Xiawa,Xiawa Zhen,xia wa,xia wa zhen,下洼,下洼镇",42.58628,120.53934,"P","PPLA4",0,"",4,"Chinese","awa;iaw;xi;xia"
2033903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xiatoudi","xiatoudi","Hsia-t'ou-ti,Hsia-t’ou-ti,Xiatoudi",42.91667,118.18333,"P","PPL",0,"",7,"Chinese","ato;iat;oud;tou;udi;xi;xia"
2033908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xiashanwan","xiashanwan","Hsia-shan-wan,Xiashanwan",44.1,119.4,"P","PPL",1,"ash",8,"Chinese","anw;han;ias;nwa;sha;wan;xi;xia"
2033915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xiaoyangqi","xiaoyangqi","Hsiao-yang-ch'i,Hsiao-yang-ch’i,Xiaoyangqi,Xiaoyangqi Zhen,xiao yang qi,xiao yang qi zhen,小杨气,小杨气镇",50.8,124.28333,"P","PPLA4",0,"",10,"Chinese","ang;aoy;gqi;iao;ngq;oya;xi;xia;ya;yan"
2033919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xiaoxiangshui","xiaoxiangshui","Hsiao-hsiang-shui,Hsiao-hsiang-shui-miao,Xiaoxiangshui",42.96972,119.89139,"P","PPL",0,"",11,"Chinese","ang;aox;gsh;hui;ian;iao;ngs;oxi;shu;xi;xia"
2033935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xiaoshetai","xiaoshetai","Hsiao-nai-ta,Hsiao-she-t'ai,Hsiao-she-ta,Hsiao-she-t’ai,Syaonayda,Xiaoshetai",41.2,109.5,"P","PPL",1,"e",9,"Chinese","aos;eta;het;iao;osh;she;tai;xi;xia"
2033941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xiaopaozi","xiaopaozi","",45.1,116.6,"P","PPL",3,"aop;opa;pao",5,"Chinese","aoz;iao;ozi;xi;xia"
2033957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xiaojingzi","xiaojingzi","",43.56667,116.1,"P","PPL",0,"",10,"Chinese","aoj;gzi;iao;ing;j;jin;ngz;oji;xi;xia"
2033959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xiaojieji","xiaojieji","Hsiao-chieh-chi,Xiaojieji",43.88333,121.51667,"P","PPL",1,"e",9,"Chinese","aoj;eji;iao;iej;j;jie;oji;xi;xia"
2033966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xiaohezi","xiaohezi","Hsiao-ho-tzu,Hsiao-yo-tzu,Hsieh-ho-tzu,Shakhedzo,She-ho-tzu,Shekhetszy,Shu-ho-tzu,Xiaohezi",50.31667,119.4,"P","PPL",1,"e",7,"Chinese","aoh;ezi;hez;iao;ohe;xi;xia"
2033968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xiaoheyan","xiaoheyan","Hsiao-ho-yen,Xiaoheyan,Xinanwanzi",42.4375,119.57111,"P","PPL",1,"e",9,"Chinese","aoh;eya;hey;iao;ohe;xi;xia;ya;yan"
2033971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xiaohaizi","xiaohaizi","",41.49333,113.73278,"P","PPL",0,"",8,"Chinese","aiz;aoh;hai;iao;izi;oha;xi;xia"
2033977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xiao’ergou","xiao'ergou","Hsiao-erh-kou,Xiao'ergou,Xiao’ergou",49.2,123.75,"P","PPL",3,"e;erg;rgo",4,"Chinese","gou;iao;xi;xia"
2033987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xiaochengzi","xiaochengzi","Hsiao-ch'eng-tzu,Hsiao-ch’eng-tzu,Xiaochengzi",43.4,118.15,"P","PPL",1,"e",10,"Chinese","aoc;che;eng;gzi;hen;iao;ngz;och;xi;xia"
2033989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xiaochengzi","xiaochengzi","Hsiao-ch'eng-tzu,Hsiao-ch’eng-tzu,Ning-ch'eng,Ning-ch’eng,Ta-ning,Xiaochengzi",41.75,118.98333,"P","PPL",1,"e",10,"Chinese","aoc;che;eng;gzi;hen;iao;ngz;och;xi;xia"
2034000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xianjin","xianjin","",42.56556,121.76639,"P","PPL",0,"",7,"Chinese","anj;ian;j;jin;nji;xi;xia"
2034007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xiangyang","xiangyang","",43.3,123.63333,"P","PPL",0,"",8,"Chinese","ang;gya;ian;ngy;xi;xia;ya;yan"
2034017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xianghuang Qi","xianghuang qi","Hobot Xar Qi,Hsiang-huang Ch'i,Hsiang-huang Ch’i,Xianghuang,Xianghuang Qi,xiang huang,xiang huang qi,镶黄,镶黄旗",42.31009,114.09181,"A","ADM3",2,"g q;ng ",9,"Chinese"," qi;ang;ghu;hua;ian;ngh;uan;xi;xia"
2034049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xebert","xebert","She-po-t'u,She-po-t’u,Xebert",44.03333,122,"P","PPL",4,"ber;e;ebe;ert",0,"Mongolian",""
2034050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xar Tal","xar tal","",43.06667,119.31667,"P","PPL",4," ta;ar ;r t;tal",0,"Mongolian",""
2034051,"Xar Moron Sum","n","y","Xar Moron Sum","n","y","",2,"n","","Xar Moron Sum","xar moron sum","Sha-erh-mo-jen-so-mu,Shara Moron Sume,Shara Mörön Süme,Xar Moron Sum",42.03528,111.52667,"P","PPL",9," mo; su;ar ;mor;n s;on ;oro;r m;sum",1,"Mongolian","ron"
2034052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xar Moron He","xar moron he","Hsi-la-mu-lun Ho,Hsila Murun,Shara Moron,Shara Muren,Shara Mörön,Shira Muren,Upper Liao,Xar Moron He",43.41667,120.75,"H","STM",9," he; mo;ar ;e;mor;n h;on ;oro;r m",2,"Mongolian"," h;ron"
2034053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xar Hudag","xar hudag","Hsi-la-hu-tu-ko,Hsi-ya-la-huo-to-chia,Xar Hudag",45.1,114.45,"P","PPL",6," hu;ar ;dag;hud;r h;uda",1,"Mongolian"," h"
2034054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xar Holoi","xar holoi","Sharihaolai,Sharihaolai Zhen,Xar Holoi,sha ri hao lai,sha ri hao lai zhen,沙日浩来,沙日浩来镇",42.55994,120.75442,"P","PPLA4",6," ho;ar ;hol;loi;olo;r h",1,"Mongolian"," h"
2034055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xar Gut","xar gut","",46.61667,118.7,"P","PPL",3," gu;ar ;r g",1,"Mongolian","gut"
2034056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xar Burd","xar burd","Sha-erh-pu-jih-tu,Xar Burd",40.16111,104.80722,"P","PPL",6," bu;ar ;bur;r b;ur;urd",0,"Mongolian",""
2034058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xangd Sum","xangd sum","Hsiang-t'ien-su-mu,Hsiang-t’ien-su-mu,Shan-tu-miao,Xangd Sum",42.91667,115.025,"P","PPL",3," su;gd ;sum",3,"Tie","ang;d s;ngd"
2034059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xangdin Hural","xangdin hural","Shan-ting-hu-la-erh,Xangdin Hural",42.83333,110.58333,"P","PPL",7," hu;hur;in ;n h;ral;ur;ura",5,"Mongolian"," h;ang;din;gdi;ngd"
2034060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xangd","xangd","",42.9,115,"P","PPL",0,"",2,"Chinese","ang;ngd"
2034061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xangd","xangd","Shang-tan,Xangd",40.2,104,"P","PPL",0,"",2,"Chinese","ang;ngd"
2034062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xamba","xamba","Hang-chin-hou-ch'i,Hang-chin-hou-ch’i,Hanggin Houqi,Hangginhou Qi,Hsia-pa,Shan'ba,Shan-pa,Shan-pa-chen,Shan-pa-shih,Shanba,Shanba Zhen,Shan’ba,Shenpa,T'ai-an-chen,T’ai-an-chen,Xamba,hang jin hou qi,shan ba,shan ba zhen,杭锦后旗,陕坝,陕坝镇",40.88472,107.14,"P","PPLA3",2,"amb;mba",1,"Mongolian","am"
2034063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xabart","xabart","Hsi-po-erh-t'u,Hsi-po-erh-t’u,Xabart",49.8,119.91667,"P","PPL",3,"aba;art;bar",0,"Mongolian",""
2034069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wuyuanzhan","wuyuanzhan","",40.9,108.03333,"P","PPL",0,"",8,"Chinese","anz;han;nzh;uan;uyu;wuy;yua;zha"
2034070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wuyuan Xian","wuyuan xian","Wu-yuan Hsien,Wu-yüan Hsien,Wuyuan,Wuyuan Xian,wu yuan,wu yuan xian,五原,五原县",41.00733,108.11221,"A","ADM3",1,"an ",9,"Chinese"," xi;ian;n x;uan;uyu;wuy;xi;xia;yua"
2034071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wuyuan","wuyuan","Lung-hsing-ch'ang,Lung-hsing-ch’ang,Wu-yuan-hsien,Wu-yüan-hsien,Wuyuan",41.08917,108.27222,"P","PPL",0,"",4,"Chinese","uan;uyu;wuy;yua"
2034074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wuyi Muchang","wuyi muchang","Wu-i-mu-ch'ang,Wu-i-mu-ch’ang,Wuyi Muchang",42.37111,116.31167,"P","PPLF",3," mu;i m;yi ",7,"Chinese","ang;cha;han;muc;uch;uyi;wuy"
2034080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wutonghaolai","wutonghaolai","Wu-t'ung-hao-lai,Wu-t’ung-hao-lai,Wutonghaolai",42.83333,120.2,"P","PPL",2,"lai;ola",8,"Chinese","aol;gha;hao;ngh;ong;ton;uto;wut"
2034091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wulu Butie","wulu butie","Wu-lu-pu-t'ieh,Wu-lu-pu-t’ieh,Wulu Butie,Wulu Butie Zhen,wu lu bu tie,wu lu bu tie zhen,乌鲁布铁,乌鲁布铁镇",49.8925,124.34611,"P","PPLA4",10," bu;but;e;lu;lu ;u b;ul;ulu;uti;wul",1,"Mongolian","tie"
2034104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ul Shan","ul shan","Ul Shan,Wu-la-shan Shan-mo,Wula Shan",40.7125,109.15944,"T","MTS",4," sh;l s;ul;ul ",2,"Mongolian","han;sha"
2034105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xiwulan Bulang","xiwulan bulang","Ch'ien-wu-lan-pu-lang,Ch’ien-wu-lan-pu-lang,Ulan-Bulang,Ulanbulan,Wu-lan-pu-lang,Wulanbulang,Wulangpulang,Xiwulan Bulang,Xiwulan Bulang Xiang,wu lan bu lang,xi wu lan bu lang,xi wu lan bu lang xiang,乌兰不浪,西乌兰不浪,西乌兰不浪乡",41.11863,110.9692,"P","PPLA4",8," bu;an ;bul;lan;n b;ul;ula;wul",4,"Mongolian","ang;iwu;xi;xiw"
2034114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wujia He","wujia he","Utszyakhe,Wu-chia Ho,Wujia He",40.86556,108.80806,"H","STM",3," he;a h;e",6,"Chinese"," h;ia ;j;jia;uji;wuj"
2034115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wujiahe","wujiahe","Wu-chia-ho,Wujiahe",41.25,108.03333,"P","PPL",1,"e",7,"Chinese","ah;ahe;iah;j;jia;uji;wuj"
2034121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wufendi","wufendi","Wu-fen-ti,Wufendi",43.21667,118.55,"P","PPL",2,"e;end",4,"Chinese","fen;ndi;ufe;wuf"
2034135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wudan","wudan","Ch'uan-ning,Ch’üan-ning,Ongniud Qi,Vennyutetsi,Weng-niu-t'e-ch'i,Weng-niu-t’e-ch’i,Wengniute Qi,Wu-tan,Wu-tan-ch'eng,Wu-tan-ch’eng,Wudan,Wudan Zhen,weng niu te qi,wu dan,wu dan zhen,乌丹,乌丹镇,翁牛特旗",42.93444,119.02389,"P","PPLA3",1,"uda",2,"Chinese","dan;wud"
2034139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wuchuan Xian","wuchuan xian","Wu-ch'uan Hsien,Wu-ch’uan Hsien,Wuchuan,Wuchuan Xian,wu chuan,wu chuan xian,武川,武川县",41.10202,111.44734,"A","ADM3",1,"an ",10,"Chinese"," xi;chu;hua;ian;n x;uan;uch;wuc;xi;xia"
2034142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wuchagou","wuchagou","Wu-ch'a-kou,Wu-ch’a-kou,Wu-i-kou,Wuchagou,Wuchagou Zhen,wu cha gou,wu cha gou zhen,五岔沟,五岔沟镇",46.74103,120.30775,"P","PPLA4",0,"",6,"Chinese","ago;cha;gou;hag;uch;wuc"
2034144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wubairha","wubairha","Wu-pai-erh-ha,Wubairha",41.85861,106.24472,"P","PPL",4,"air;irh;rha;uba",2,"Mongolian","bai;wub"
2034150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Woniuhe","woniuhe","Woniuhe,Woniuhe Zhen,wo niu he,wo niu he zhen,卧牛河,卧牛河镇",48.10105,122.65787,"P","PPLA4",3,"e;oni;uhe",3,"Tie","iuh;niu;won"
2034164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wenquan","wenquan","Ta Kei Kou,Wen-ch'uan,Wen-ch’üan,Wenquan",47.31667,120.38333,"P","PPL",2,"e;enq",5,"Chinese","nqu;qu;qua;uan;wen"
2034166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wenkutu","wenkutu","Wenkutu,Wenkutu Xiang,wen ku tu,wen ku tu xiang,温库图,温库图乡",49.44647,122.48447,"P","PPLA4",5,"e;enk;kut;nku;utu",1,"Mongolian","wen"
2034215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wangyedian","wangyedian","Wang-yeh-tien,Wangyedian",41.65,118.36667,"P","PPL",1,"e",8,"Chinese","ang;dia;edi;gye;ian;ngy;wan;yed"
2034278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wafang","wafang","",43.41667,121.71667,"P","PPL",0,"",4,"Chinese","afa;ang;fan;waf"
2034279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wafang","wafang","",42.83333,121.98333,"P","PPL",0,"",4,"Chinese","afa;ang;fan;waf"
2034282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Usan Turu","usan turu","",43.83333,116.88333,"P","PPL",7," tu;an ;n t;tur;ur;uru;usa",1,"Mongolian","san"
2034284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urad Middle Banner","urad middle banner","Urad,Urad Central and Rear Union Banner,Urad Middle Banner,Urad Zhongqi,Urat Center and North United Banner,WZQ,Wulate,Wulate Central and Rear Union Banner,Wulate Zhong Qi,Wūlātè Zhōng Qí,wu la te zhong qi,乌拉特中旗,烏拉特中旗",41.72108,108.39101,"A","ADM3",10," ba;ad ;ann;d m;dle;e;e b;le ;ur;ura",8,"Mongolian"," mi;ban;ddl;idd;mid;ner;nne;rad"
2034285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urad Qianqi","urad qianqi","South Urat Banner,Urad,Urad Front Banner,Urad Qianqi,Urat South Banner,Wu-la-t'e-ch'ien Ch'i,Wu-la-t’e-ch’ien Ch’i,Wulat'e Front Banner,Wulate,Wulate Qianqi,Wulat’e Front Banner,wu la te,wu la te qian qi,乌拉特,乌拉特前旗",40.89442,109.10132,"A","ADM3",4,"ad ;d q;ur;ura",6,"Chinese"," qi;anq;ian;nqi;qia;rad"
2034286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urad Houqi","urad houqi","Ch'ao-ko Ch'i,Ch’ao-ko Ch’i,Qog Qi,Urad,Urad Houqi,Wulate,Wulate Houqi,chao ge qi,wu la te,wu la te hou qi,乌拉特,乌拉特后旗,潮格旗",41.45034,106.52544,"A","ADM3",5," ho;ad ;d h;ur;ura",5,"Tie"," h;hou;ouq;rad;uqi"
2034288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unegq","unegq","Unegq,Wu-na-ko-ch'i,Wu-na-ko-ch’i",44.76667,121.16667,"P","PPL",4,"e;egq;neg;une",0,"Mongolian",""
2034289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uneget","uneget","",44.9,117.8,"P","PPL",5,"e;ege;get;neg;une",0,"Mongolian",""
